record_type	tablet_order	level_order	level	lesson	mode	tablet_state	tablet_path	stone_order	text	asset_key	written_text	sound_art	visual_art	text_ok	written_text_ok	sound_art_ok	visual_art_ok	passed_checks	required_checks	confidence_percent	lock_eligible	load_status
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	35	B	B	B.8x8.txt	B.wav	B.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	36	C	C	C.8x8.txt	C.wav	C.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	37	D	D	D.8x8.txt	D.wav	D.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	38	E	E	E.8x8.txt	E.wav	E.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	39	F	F	F.8x8.txt	F.wav	F.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	40	G	G	G.8x8.txt	G.wav	G.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	41	H	H	H.8x8.txt	H.wav	H.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	42	I	I	I.8x8.txt	I.wav	I.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	43	J	J	J.8x8.txt	J.wav	J.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	44	K	K	K.8x8.txt	K.wav	K.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	45	L	L	L.8x8.txt	L.wav	L.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	46	M	M	M.8x8.txt	M.wav	M.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	47	N	N	N.8x8.txt	N.wav	N.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	48	O	O	O.8x8.txt	O.wav	O.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	49	P	P	P.8x8.txt	P.wav	P.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	50	Q	Q	Q.8x8.txt	Q.wav	Q.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	51	R	R	R.8x8.txt	R.wav	R.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	52	S	S	S.8x8.txt	S.wav	S.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	53	T	T	T.8x8.txt	T.wav	T.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	54	U	U	U.8x8.txt	U.wav	U.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	55	V	V	V.8x8.txt	V.wav	V.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	56	W	W	W.8x8.txt	W.wav	W.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	57	X	X	X.8x8.txt	X.wav	X.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	58	Y	Y	Y.8x8.txt	Y.wav	Y.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	59	Z	Z	Z.8x8.txt	Z.wav	Z.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	60	[	ascii_091	ascii_091.8x8.txt	ascii_091.wav	ascii_091.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	61	\	ascii_092	ascii_092.8x8.txt	ascii_092.wav	ascii_092.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	62	]	ascii_093	ascii_093.8x8.txt	ascii_093.wav	ascii_093.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	63	^	ascii_094	ascii_094.8x8.txt	ascii_094.wav	ascii_094.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	64	_	ascii_095	ascii_095.8x8.txt	ascii_095.wav	ascii_095.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	65	`	ascii_096	ascii_096.8x8.txt	ascii_096.wav	ascii_096.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	66	a	a	a.8x8.txt	a.wav	a.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	67	b	b	b.8x8.txt	b.wav	b.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	68	c	c	c.8x8.txt	c.wav	c.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	69	d	d	d.8x8.txt	d.wav	d.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	70	e	e	e.8x8.txt	e.wav	e.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	71	f	f	f.8x8.txt	f.wav	f.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	72	g	g	g.8x8.txt	g.wav	g.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	73	h	h	h.8x8.txt	h.wav	h.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	74	i	i	i.8x8.txt	i.wav	i.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	75	j	j	j.8x8.txt	j.wav	j.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	76	k	k	k.8x8.txt	k.wav	k.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	77	l	l	l.8x8.txt	l.wav	l.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	78	m	m	m.8x8.txt	m.wav	m.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	79	n	n	n.8x8.txt	n.wav	n.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	80	o	o	o.8x8.txt	o.wav	o.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	81	p	p	p.8x8.txt	p.wav	p.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	82	q	q	q.8x8.txt	q.wav	q.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	83	r	r	r.8x8.txt	r.wav	r.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	84	s	s	s.8x8.txt	s.wav	s.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	85	t	t	t.8x8.txt	t.wav	t.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	86	u	u	u.8x8.txt	u.wav	u.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	87	v	v	v.8x8.txt	v.wav	v.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	88	w	w	w.8x8.txt	w.wav	w.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	89	x	x	x.8x8.txt	x.wav	x.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	90	y	y	y.8x8.txt	y.wav	y.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	91	z	z	z.8x8.txt	z.wav	z.svg	1	1	1	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	92	{	ascii_123	ascii_123.8x8.txt	ascii_123.wav	ascii_123.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	93	|	ascii_124	ascii_124.8x8.txt	ascii_124.wav	ascii_124.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	94	}	ascii_125	ascii_125.8x8.txt	ascii_125.wav	ascii_125.svg	1	1	0	1	3	3	100	YES	VERIFIED
STONE	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	95	~	ascii_126	ascii_126.8x8.txt	ascii_126.wav	ascii_126.svg	1	1	0	1	3	3	100	YES	VERIFIED
TABLET_SUMMARY	1	0	foundation_ascii	ascii_32_126_solo	solo	staged	XML_text/00_ascii_32_126_solo.xml	0						0	0	0	0	285	285	100	YES	100_PERCENT_VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	1	zero	zero	zero.8x8.txt	zero.wav	zero.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	2	one	one	one.8x8.txt	one.wav	one.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	3	two	two	two.8x8.txt	two.wav	two.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	4	three	three	three.8x8.txt	three.wav	three.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	5	four	four	four.8x8.txt	four.wav	four.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	6	five	five	five.8x8.txt	five.wav	five.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	7	six	six	six.8x8.txt	six.wav	six.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	8	seven	seven	seven.8x8.txt	seven.wav	seven.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	9	eight	eight	eight.8x8.txt	eight.wav	eight.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	10	nine	nine	nine.8x8.txt	nine.wav	nine.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	11	ten	ten	ten.8x8.txt	ten.wav	ten.svg	1	1	1	1	4	4	100	YES	VERIFIED
TABLET_SUMMARY	2	1	counting	counting_zero_to_ten_solo	solo	staged	XML_text/01_counting_zero_to_ten_solo.xml	0						0	0	0	0	44	44	100	YES	100_PERCENT_VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	1	zero	zero	zero.8x8.txt	zero.wav	zero.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	2	one	one	one.8x8.txt	one.wav	one.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	3	two	two	two.8x8.txt	two.wav	two.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	4	three	three	three.8x8.txt	three.wav	three.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	5	four	four	four.8x8.txt	four.wav	four.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	6	five	five	five.8x8.txt	five.wav	five.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	7	six	six	six.8x8.txt	six.wav	six.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	8	seven	seven	seven.8x8.txt	seven.wav	seven.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	9	eight	eight	eight.8x8.txt	eight.wav	eight.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	10	nine	nine	nine.8x8.txt	nine.wav	nine.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	11	ten	ten	ten.8x8.txt	ten.wav	ten.svg	1	1	1	1	4	4	100	YES	VERIFIED
TABLET_SUMMARY	3	1	counting	counting_zero_to_ten_timed_light	bridge	staged	XML_text/01_counting_zero_to_ten_timed_light.xml	0						0	0	0	0	44	44	100	YES	100_PERCENT_VERIFIED
TABLET	4	1	counting	counting_one_to_one_hundred_grouped	elastic	planned	XML_text/01_counting_one_to_one_hundred_grouped.xml	0						0	0	0	0	0	0	0	NO	PLANNED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	1	A	A	A.8x8.txt	A.wav	A.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	2	B	B	B.8x8.txt	B.wav	B.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	3	C	C	C.8x8.txt	C.wav	C.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	4	D	D	D.8x8.txt	D.wav	D.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	5	E	E	E.8x8.txt	E.wav	E.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	6	F	F	F.8x8.txt	F.wav	F.svg	1	1	1	1	4	4	100	YES	VERIFIED
